رقم النسخة;العنوان;المؤلف;الناشر;السنة;مكان النشر;الطبعة;الشفرة
36700;تحليل و تقييم دور البنوك في مكافحة عمليات غسيل الاموال;سعيفان , محمود محمد;دار الثقافة;2008;عمان;;346.07/459
36702;براءات الإختراع في الصناعات الدوائية : التنظيم القانوني للتراخيص الإتفاقية في ضوء منظمة التجارة العالمية (W.T.O);سماوي , ريم سعود;دار الثقافة;2008;عمان;;346.07/460
36707;الوسيط في شرح التشريعات التجارية : التعريف بالقانون التجاري و تطوره و مصادره...;العكيلي , عزيز;دار الثقافة;2015;عمان;;346.07/461
36715;تطور مسؤولية الناقل الجوي : وفقا لاتفاقية منتريال 1999;الفقى , عاطف محمد;دار الفكر الجامعي;2007;الاسكندرية;;346.07/462
36719;المطول في القانون التجاري : التجار . محاكم التجارة . الملكية الصناعية . المنافسة ( قانون المجموعة الأوروبية و القانون الفرنسي) ج.1 م.1;ريبير , ج;مجد المؤسسة الجامعية للدراسات والنشر والتوزيع;2007;لبنان;ط.1;346.07/464ج1م1
36722;المطول في القانون التجاري : التجار - محاكم التجارة -الكلية الصناعية - المنافسة ج.1 مج.1;ريبير , ج;مجد المؤسسة الجامعية للدراسات و النشر و التوزيع;2007;لبنان;;346.07/464ج1مج1
36725;المطول في القانون التجاري : الشركات التجارية ج.1 م.2;ريبير , ج;مجد المؤسسة الجامعية للدراسات و النشر و التوزيع;2008;لبنان;ط.1;346.07/464ج1م2
36730;المطول في القانون التجاري : الأسناد التجارية . المصارف و البورصات . العقود التجارية . الأصول الجماعية ج.2;ريبير , ج;مجد المؤسسة الجامعية للدراسات و النشر و التوزيع;2008;لبنان;ط.1;346.07/464ج2
36736;الأوراق التجارية وفقا للقانون التجاري الجزائري;عمورة عمار;دار الخلدونية;2008;الجزائر;;346.07/551
36740;المنافسة غير المشروعة للملكية الصناعية : دراسة مقارنة;الصفار , زينة غانم عبد الجبار;دار الحامد;2007;عمان;;346.07/467
36742;الاسم التجاري : دراسة قانونية مقارنة;العباسي , عز الدين مزرا ناصر;دار الحامد;2007;عمان;ط.2;346.07/468
36762;الرفاء بالأوراق التجارية المعالجة الكترونيا;دويدار , هاني;دار الجامعة الجديدة;2003;الاسكندرية;;346.07/472
36768;التزامات التاجر الاجرائية في القانون التجاري : دراسة مقارنة;الطويل , خالد شمسان;المكتب الجامعي الحديث;2008;الاسكندرية;;346.07/474
36771;النظام القانوني للشركات متعددة الجنسيات;هند , حسن محمد;دار الكتب القانونية;2006;مصر;;346.07/475
36773;شرح القانون التجاري : الجزء الرابع : في الشركات التجارية وفقا لقانون الشركات الجديد رقم 22 لسنة 1997;العكيلي , عزيز;مكتبة دار الثقافة للنشر و التوزيع;1998;عمان;;346.07/476
36774;عمليات غسيل الاموال : دراسة موجزة وفقا للمنظور الاسلامي و بعض التشريعات الدولية و الوطنية;السبكي , هاني;دار الجامعة الجديدة;2008;الاسكندرية;;346.07/477
36778;مشكلة التطبيق العملي لاحكام الشيك في ضوء قانون التجارة ر قم 17 لسنة 99;الدبيسي , مدحت;دار الجامعة الجديدة;2007;الاسكندرية;;346.07/478
36783;ملامح حماية المستهلك في مجال الاتمان : في القانون الفرنسي دراسة للقواعد الموضوعية و القواعد الاجرائية;سعد , نبيل ابراهيم;دار الجامعة الجديدة;2008;الاسكندرية;;346.07/479
36791;تقادم الدعوى في عقد النقل الجوي : في التشريع الوطني و الاتفاقيات الدولية دراسة مقارنة;الجميل , ايمان فتحي حسن;دار الجامعة الجديدة;2009;الاسكندرية;;346.07/481
36795;ابرام العقد الالكتروني و اثباته : الجوانب القانونية لعقد التجارة الالكتروني;سليمان , ايمان مامون احمد;دار الجامعة الجديدة;2008;hghsmk$vd,;;346.07/482
36798;التنظيم القانوني لمسؤولية متعهد النقل متعدد الوسائط : مسؤولية متعهد النقل متعدد الوسائط في ظل استخدام التكنولوجية الحديثة...;حسن , سوزان;دار الجامعة الجديدة;2009;الاسكندرية;;346.07/483
36802;حماية المعلومات السرية من حقوق الملكية الفكرية : KNOW - HOW في ضوء التطورات التشريعية و القضائية;محمد , ذكرى;دار الجامعة الجديدة;2007;الاسكندرية;;346.07/484
36817;عقد الوكالة بالعمولة للنقل وفقا لقانون التجارة رقم 17 لسنة 1999 : التزامات الوكيل بالعمولة للنقل بصفته وكيلا...;حسن , سوزان;دار الجامعة الجديدة;2009;الاسكندرية;;346.07/487
36821;الوجيز في القانون التجاري : الأعما ل التجارية - التجار - المحل التجاري - الإيجارات التجارية - البيع - الرهن الحيازي و إيجار التسيير .;بوذراع , بلقاسم;مطبعة الرياض;2004;قسنطينة;;346.07/488
36829;العقود التجارية و عمليات البنوك : وفقا لأحكام قانون التجارة رقم 17 سنة 1999;طه , مصطفى كمال;دار المطبوعات الجامعية;2006;الاسكندرية;;346.07/490
36834;الفعالية الدولية لقبول التحكيم في منازعات التجارة الدولية : دراسة في ضوء أهم و أحدث أحكام التحكيم الدولي;جمال الدين , صلاح الدين;;2006;;;346.07/492
36839;تداول الأوراق المالية : دراسة قانونية مقارنة;مولود , عبد الباسط كريم;منشورات الحلبي الحقوقية;2009;لبنان;;346.07/494
36840;عالمية التجارة الالكترونية و عقودها و اساليب مكافحة الغش التجاري الالكتروني;يوسف , أمين فرج;المكتب الجامعي الحديث;2009;الاسكندرية;;346.07/495
36842;قانون التجارة الالكترونية : قواعد الأنسيترال و دليلها التشريعي;بندق , وائل انور;مكتبة الوفاء القانونية;2009;الاسكندرية;;346.07/496
36855;المعاملات التجارية الالكترونية الاسس القانونية و التطبيقات : الاسس القانونية و التطبيقات;عزمي , محمد مدحت;مركز الاسكندرية للكتاب;2009;الاسكندرية;;346.07/499
36857;الموانئ البحرية العربية;النحراوي , أيمن;دار الفكر الجامعي;2009;الاسكندرية;;346.07/500
36859;موانئ الحاويات الدولية;النحراوي , أيمن;دار الفكر الجامعي;2009;الاسكندرية;;346.07/501
